accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0000028412-24-000128,2024-01-29,2024-01-26,2024-01-29T18:11:00.000Z,,4,,,,4774,0,0,xslF345X05/wk-form4_1706569848.xml,FORM 4
0000028412-24-000127,2024-01-29,2024-01-26,2024-01-29T18:10:27.000Z,,4,,,,4778,0,0,xslF345X05/wk-form4_1706569817.xml,FORM 4
0000028412-24-000125,2024-01-29,2024-01-26,2024-01-29T18:08:50.000Z,,4,,,,4738,0,0,xslF345X05/wk-form4_1706569721.xml,FORM 4
0000028412-24-000123,2024-01-29,2024-01-26,2024-01-29T18:06:14.000Z,,4,,,,4939,0,0,xslF345X05/wk-form4_1706569564.xml,FORM 4
0001193125-24-017828,2024-01-29,,2024-01-29T13:27:21.000Z,33,424B5,333-253078,24572464,,704544,0,0,d115682d424b5.htm,424B5
0001959173-24-000483,2024-01-29,,2024-01-29T13:15:17.000Z,33,144,001-10706,24572411,,6128,0,0,xsl144X01/primary_doc.xml,
0000028412-24-000105,2024-01-26,2024-01-25,2024-01-26T16:53:03.000Z,,4,,,,4795,0,0,xslF345X05/wk-form4_1706305974.xml,FORM 4
0000028412-24-000104,2024-01-26,2024-01-25,2024-01-26T16:52:27.000Z,,4,,,,4754,0,0,xslF345X05/wk-form4_1706305934.xml,FORM 4
0000028412-24-000103,2024-01-26,2024-01-25,2024-01-26T16:51:46.000Z,,4,,,,4789,0,0,xslF345X05/wk-form4_1706305896.xml,FORM 4
0000028412-24-000102,2024-01-26,2024-01-25,2024-01-26T16:51:11.000Z,,4,,,,4786,0,0,xslF345X05/wk-form4_1706305858.xml,FORM 4
0000028412-24-000101,2024-01-26,2024-01-25,2024-01-26T16:50:24.000Z,,4,,,,4802,0,0,xslF345X05/wk-form4_1706305813.xml,FORM 4
0000028412-24-000100,2024-01-26,2024-01-25,2024-01-26T16:49:46.000Z,,4,,,,4847,0,0,xslF345X05/wk-form4_1706305772.xml,FORM 4
0000028412-24-000099,2024-01-26,2024-01-25,2024-01-26T16:49:08.000Z,,4,,,,4939,0,0,xslF345X05/wk-form4_1706305737.xml,FORM 4
0000028412-24-000098,2024-01-26,2024-01-25,2024-01-26T16:48:29.000Z,,4,,,,4777,0,0,xslF345X05/wk-form4_1706305699.xml,FORM 4
0000028412-24-000097,2024-01-26,2024-01-25,2024-01-26T16:47:44.000Z,,4,,,,4819,0,0,xslF345X05/wk-form4_1706305655.xml,FORM 4
0000028412-24-000096,2024-01-26,2024-01-25,2024-01-26T16:47:03.000Z,,4,,,,4853,0,0,xslF345X05/wk-form4_1706305608.xml,FORM 4
0000028412-24-000095,2024-01-26,2024-01-25,2024-01-26T16:46:09.000Z,,4,,,,4755,0,0,xslF345X05/wk-form4_1706305558.xml,FORM 4
0000028412-24-000094,2024-01-26,2024-01-25,2024-01-26T16:45:26.000Z,,4,,,,4774,0,0,xslF345X05/wk-form4_1706305515.xml,FORM 4
0000028412-24-000093,2024-01-26,2024-01-25,2024-01-26T16:44:39.000Z,,4,,,,4778,0,0,xslF345X05/wk-form4_1706305467.xml,FORM 4
0000028412-24-000092,2024-01-26,2024-01-25,2024-01-26T16:43:45.000Z,,4,,,,4738,0,0,xslF345X05/wk-form4_1706305413.xml,FORM 4
