accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0001092787-06-000081,2006-02-22,2006-02-21,2006-02-22T16:42:40.000Z,,4,,,,7980,0,0,xslF345X02/how606.xml,
0001092787-06-000080,2006-02-22,2006-02-21,2006-02-22T16:42:36.000Z,,4,,,,23523,0,0,xslF345X02/hen597.xml,
0001092787-06-000079,2006-02-22,2006-02-21,2006-02-22T16:42:33.000Z,,4,,,,18842,0,0,xslF345X02/hel602.xml,
0001092787-06-000078,2006-02-22,2006-02-21,2006-02-22T16:42:32.000Z,,4,,,,30730,0,0,xslF345X02/hac600.xml,
0001092787-06-000077,2006-02-22,2006-02-21,2006-02-22T16:42:25.000Z,,4,,,,20702,0,0,xslF345X02/gre594.xml,
0001092787-06-000076,2006-02-22,2006-02-21,2006-02-22T16:42:20.000Z,,4,,,,20545,0,0,xslF345X02/efi598.xml,
0001092787-06-000075,2006-02-22,2006-02-21,2006-02-22T16:42:19.000Z,,4,,,,18929,0,0,xslF345X02/duc595.xml,
0001092787-06-000074,2006-02-22,2006-02-21,2006-02-22T16:42:13.000Z,,4,,,,32065,0,0,xslF345X02/dea596.xml,
0001092787-06-000073,2006-02-22,2006-02-21,2006-02-22T16:42:11.000Z,,4,,,,14990,0,0,xslF345X02/chi593.xml,
0001092787-06-000072,2006-02-22,2006-02-21,2006-02-22T16:42:05.000Z,,4,,,,21373,0,0,xslF345X02/cha592.xml,
0001092787-06-000071,2006-02-22,2006-02-21,2006-02-22T16:42:01.000Z,,4,,,,8085,0,0,xslF345X02/cab590.xml,
0001092787-06-000070,2006-02-22,2006-02-21,2006-02-22T16:41:59.000Z,,4,,,,20677,0,0,xslF345X02/bro591.xml,
0001092787-06-000069,2006-02-22,2006-02-21,2006-02-22T16:41:53.000Z,,4,,,,9230,0,0,xslF345X02/ban588.xml,
0001092787-06-000068,2006-02-22,2006-02-21,2006-02-22T16:41:49.000Z,,4,,,,22047,0,0,xslF345X02/all587.xml,
0000000000-06-008541,2006-02-17,,2006-02-17T11:16:12.000Z,,UPLOAD,,,,6048,0,0,filename1.txt,
0000092230-06-000025,2006-02-15,2006-02-15,2006-02-15T17:35:25.000Z,34,8-K,001-10853,06623014,"8.01,9.01",16212449,0,0,invconf8k.htm,
0001092787-06-000043,2006-02-14,2006-01-30,2006-02-14T16:01:32.000Z,,4,,,,20281,0,0,xslF345X02/kin574.xml,
0001092787-06-000041,2006-02-14,2006-02-06,2006-02-14T14:52:57.000Z,,4,,,,11096,0,0,xslF345X02/sas583.xml,
0001092787-06-000039,2006-02-13,2006-02-09,2006-02-13T17:45:43.000Z,,4,,,,29434,0,0,xslF345X02/qub572.xml,
0001092787-06-000038,2006-02-13,2006-01-10,2006-02-13T17:45:37.000Z,,4,,,,16903,0,0,xslF345X02/mor573.xml,
0001092787-06-000037,2006-02-13,2006-02-03,2006-02-13T17:45:37.000Z,,4,,,,29207,0,0,xslF345X02/mcc580.xml,
0001092787-06-000036,2006-02-13,2005-12-19,2006-02-13T17:45:30.000Z,,4/A,,,,6584,0,0,xslF345X02/cha582.xml,
0001092787-06-000024,2006-02-03,2006-02-02,2006-02-03T17:07:13.000Z,,4,,,,24603,0,0,xslF345X02/bro566.xml,
0001092787-06-000022,2006-01-31,2006-01-30,2006-01-31T16:06:49.000Z,,4,,,,31276,0,0,xslF345X02/qub568.xml,
0000092230-06-000020,2006-01-30,,2006-01-30T16:52:57.000Z,,CORRESP,,,,186609,0,0,filename1.htm,
0001092787-06-000019,2006-01-26,2006-01-24,2006-01-26T13:20:32.000Z,,4,,,,15683,0,0,xslF345X02/how565.xml,
0000092230-06-000018,2006-01-25,,2006-01-25T10:09:09.000Z,34,SC 13G,005-40798,06548166,,11140,0,0,mcraeb13g.txt,
0000092230-06-000017,2006-01-25,,2006-01-25T10:08:33.000Z,34,SC 13G,005-40798,06548165,,11146,0,0,mcraea13g.txt,
0000092230-06-000016,2006-01-25,,2006-01-25T10:08:11.000Z,34,SC 13G,005-40798,06548163,,11120,0,0,hooker13g.txt,
0001092787-06-000016,2006-01-24,2006-01-31,2006-01-24T17:23:25.000Z,,4,,,,5724,0,0,xslF345X02/zet560.xml,
0001092787-06-000015,2006-01-24,2006-01-06,2006-01-24T17:05:50.000Z,,4,,,,30552,0,0,xslF345X02/qub563.xml,
0001092787-06-000014,2006-01-24,2006-01-06,2006-01-24T17:05:45.000Z,,4,,,,16782,0,0,xslF345X02/mor562.xml,
0001092787-06-000013,2006-01-24,2005-12-28,2006-01-24T17:05:44.000Z,,4,,,,30695,0,0,xslF345X02/dea559.xml,
