accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
0000049196-24-000010,2024-01-19,2024-01-19,2024-01-19T16:32:24.000Z,34,8-K,001-34073,24546045,"8.01,9.01",283844,1,1,hban-20240119.htm,8-K
0000049196-24-000006,2024-01-19,2024-01-19,2024-01-19T06:31:27.000Z,34,8-K,001-34073,24543678,"2.02,9.01",3315947,1,1,hban-20240119.htm,8-K
0001225208-24-000736,2024-01-10,2024-01-01,2024-01-10T17:07:50.000Z,,3,,,,6543,0,0,xslF345X02/doc3.xml,
0000049196-24-000003,2024-01-10,2024-01-10,2024-01-10T16:31:03.000Z,34,8-K,001-34073,24526934,"5.02,7.01,9.01",284693,1,1,hban-20240110.htm,8-K
0000049196-23-000111,2023-12-22,2023-12-22,2023-12-22T16:01:54.000Z,34,8-K,001-34073,231509717,"7.01,9.01",1107447,1,1,hban-20231222.htm,8-K
0000049196-23-000108,2023-12-12,2023-12-12,2023-12-12T17:14:32.000Z,34,8-K,001-34073,231482047,"8.01,9.01",277319,1,1,hban-20231212.htm,8-K
0000049196-23-000106,2023-12-06,2023-12-06,2023-12-06T07:03:31.000Z,34,8-K,001-34073,231468403,"7.01,9.01",3851681,1,1,hban-20231206.htm,8-K
0001225208-23-010351,2023-11-21,2023-11-21,2023-11-21T17:14:19.000Z,,4,,,,6533,0,0,xslF345X05/doc4.xml,
0001971857-23-000888,2023-11-21,,2023-11-21T11:05:17.000Z,33,144,001-34073,231425145,,5437,0,0,xsl144X01/primary_doc.xml,
0001225208-23-010106,2023-11-08,2023-11-07,2023-11-08T17:05:04.000Z,,4,,,,6737,0,0,xslF345X05/doc4.xml,
0000049196-23-000101,2023-11-08,2023-09-30,2023-11-08T16:21:00.000Z,34,13F-NT,028-16777,231388203,,3224,0,0,xslForm13F_X02/primary_doc.xml,
0001971857-23-000799,2023-11-07,,2023-11-07T12:48:41.000Z,33,144,001-34073,231382689,,6579,0,0,xsl144X01/primary_doc.xml,
0001225208-23-009912,2023-11-02,2023-11-01,2023-11-02T19:34:30.000Z,,4,,,,4684,0,0,xslF345X05/doc4.xml,
0000049196-23-000099,2023-11-02,2023-11-02,2023-11-02T07:01:17.000Z,34,8-K,001-34073,231369995,"7.01,9.01",3165999,1,1,hban-20231102.htm,8-K
0001225208-23-009763,2023-10-27,2023-10-18,2023-10-27T18:14:33.000Z,,3,,,,4938,0,0,xslF345X02/doc3.xml,
